account_id,checking_status,credit_history,employment,age,sex,credit_amount,housing,existing_credits,savings_status,credit_defaults
ACC000000002990,no checking,existing paid,4<=X<7,33,M,4985,own,1,<100,0
ACC000000002991,0<=X<200,existing paid,1<=X<4,47,M,546,own,1,<100,1
ACC000000002992,<0,critical/other existing credit,1<=X<4,42,F,4528,own,2,<100,1
ACC000000002993,no checking,no credits/all paid,4<=X<7,32,F,1133,own,1,<100,0
ACC000000002995,no checking,critical/other existing credit,>=7,35,M,6379,own,1,<100,1
ACC000000002996,>=200,existing paid,unemployed,22,M,629,own,2,no known savings,0
ACC000000002997,<0,existing paid,unemployed,41,M,2252,own,2,<100,1
ACC000000002998,no checking,existing paid,unemployed,27,M,3539,rent,2,<100,0
ACC000000002999,0<=X<200,critical/other existing credit,1<=X<4,23,M,2262,own,1,>=1000,0
ACC000000003000,no checking,critical/other existing credit,1<=X<4,25,M,3164,free,1,<100,1
ACC000000003001,no checking,existing paid,<1,37,M,4574,free,1,<100,0
ACC000000003002,0<=X<200,existing paid,1<=X<4,22,M,3827,own,1,<100,1
ACC000000003003,<0,existing paid,<1,27,M,1327,own,2,<100,0
ACC000000003004,0<=X<200,delayed previously,1<=X<4,27,F,6911,rent,2,<100,1
ACC000000003005,<0,existing paid,1<=X<4,21,M,1993,own,2,<100,0
ACC000000003006,0<=X<200,no credits/all paid,1<=X<4,19,M,8409,free,2,<100,1
ACC000000003007,0<=X<200,critical/other existing credit,>=7,23,M,4669,own,2,no known savings,1
ACC000000003008,>=200,delayed previously,<1,26,M,5375,own,1,no known savings,1
ACC000000003009,0<=X<200,existing paid,>=7,34,M,1021,own,2,<100,1
ACC000000003010,<0,existing paid,1<=X<4,35,F,1868,own,1,<100,0
ACC000000003011,no checking,existing paid,1<=X<4,42,M,3733,own,1,100<=X<500,0
ACC000000003012,>=200,existing paid,1<=X<4,26,M,11616,own,2,<100,0
ACC000000003013,0<=X<200,existing paid,unemployed,46,M,3419,free,1,no known savings,0
ACC000000003015,<0,critical/other existing credit,4<=X<7,32,M,1162,own,1,<100,0
ACC000000003016,<0,critical/other existing credit,4<=X<7,31,M,926,own,1,<100,1
ACC000000003017,<0,no credits/all paid,1<=X<4,33,M,2897,rent,1,500<=X<1000,0
ACC000000003018,0<=X<200,no credits/all paid,1<=X<4,24,M,1079,own,1,<100,1
ACC000000003020,no checking,critical/other existing credit,1<=X<4,29,F,4079,free,1,<100,1
ACC000000003021,<0,existing paid,>=7,27,M,3113,own,1,<100,0
ACC000000003022,no checking,existing paid,1<=X<4,50,M,2209,own,1,<100,0
ACC000000003023,<0,all paid,1<=X<4,48,F,706,own,1,<100,0
ACC000000003024,<0,existing paid,1<=X<4,30,M,1948,free,1,>=1000,0
ACC000000003025,<0,existing paid,<1,35,F,11229,own,2,<100,1
ACC000000003026,no checking,existing paid,1<=X<4,43,M,6730,own,2,no known savings,0
ACC000000003028,no checking,delayed previously,>=7,41,M,680,rent,1,100<=X<500,0
ACC000000003030,0<=X<200,critical/other existing credit,>=7,35,F,483,free,1,<100,1
ACC000000003031,0<=X<200,existing paid,1<=X<4,32,M,8645,rent,2,no known savings,0
ACC000000003032,0<=X<200,no credits/all paid,unemployed,19,M,1990,own,1,>=1000,1
ACC000000003033,>=200,existing paid,1<=X<4,38,M,3827,own,1,<100,0
ACC000000003034,0<=X<200,critical/other existing credit,1<=X<4,20,F,3775,free,1,<100,1
ACC000000003035,no checking,critical/other existing credit,>=7,20,M,1327,own,1,<100,0
ACC000000003036,no checking,existing paid,1<=X<4,25,F,4695,own,1,100<=X<500,0
ACC000000003037,<0,existing paid,>=7,52,F,1547,own,2,500<=X<1000,1
ACC000000003038,0<=X<200,no credits/all paid,unemployed,40,M,745,rent,1,<100,0
ACC000000003039,no checking,delayed previously,>=7,37,F,3446,own,2,<100,0
ACC000000003041,<0,existing paid,1<=X<4,38,M,1158,own,1,100<=X<500,1
ACC000000003042,no checking,existing paid,unemployed,21,M,743,own,2,<100,0
ACC000000003043,<0,existing paid,<1,33,M,2418,own,1,no known savings,1
ACC000000003044,no checking,existing paid,1<=X<4,30,M,2629,own,1,no known savings,0
ACC000000003045,<0,critical/other existing credit,4<=X<7,51,M,1093,own,2,<100,1
ACC000000003046,<0,critical/other existing credit,<1,39,F,1077,own,3,100<=X<500,0
ACC000000003047,no checking,existing paid,1<=X<4,20,M,1200,rent,1,<100,0
ACC000000003050,<0,delayed previously,<1,66,F,4434,own,2,100<=X<500,1
ACC000000003051,0<=X<200,critical/other existing credit,1<=X<4,27,M,327,own,1,<100,0
ACC000000003052,no checking,critical/other existing credit,>=7,42,F,1111,free,1,<100,0
ACC000000003054,<0,critical/other existing credit,4<=X<7,39,M,3038,own,2,<100,1
ACC000000003055,no checking,no credits/all paid,1<=X<4,29,M,525,own,1,>=1000,0
ACC000000003056,<0,existing paid,4<=X<7,35,F,1172,own,3,<100,0
ACC000000003057,<0,existing paid,1<=X<4,43,F,5647,rent,1,<100,1
ACC000000003058,0<=X<200,all paid,4<=X<7,49,M,1251,own,2,100<=X<500,0
ACC000000003059,0<=X<200,delayed previously,1<=X<4,35,M,517,own,1,<100,1
ACC000000003060,0<=X<200,existing paid,1<=X<4,47,F,2770,own,1,<100,0
ACC000000003061,<0,delayed previously,unemployed,30,M,4400,own,1,no known savings,1
ACC000000003063,no checking,all paid,<1,32,M,13064,own,1,<100,1
ACC000000003064,0<=X<200,existing paid,4<=X<7,48,M,294,own,1,>=1000,1
ACC000000003065,0<=X<200,critical/other existing credit,1<=X<4,35,M,3161,own,1,100<=X<500,0
ACC000000003066,no checking,existing paid,>=7,19,M,2398,own,1,<100,0
ACC000000003067,<0,critical/other existing credit,1<=X<4,28,M,4957,own,2,<100,1
ACC000000003068,no checking,no credits/all paid,unemployed,36,M,2113,own,1,<100,1
ACC000000003069,no checking,existing paid,>=7,35,F,1537,own,1,100<=X<500,0
ACC000000003070,0<=X<200,no credits/all paid,1<=X<4,31,F,1810,own,1,<100,0
ACC000000003071,no checking,delayed previously,4<=X<7,35,M,2766,own,1,<100,0
ACC000000003072,no checking,delayed previously,<1,27,M,2193,rent,2,no known savings,0
ACC000000003073,0<=X<200,no credits/all paid,>=7,33,F,727,free,1,100<=X<500,0
ACC000000003074,<0,delayed previously,unemployed,32,M,531,free,1,<100,0
ACC000000003075,0<=X<200,existing paid,>=7,44,F,6439,rent,2,100<=X<500,0
ACC000000003076,no checking,delayed previously,1<=X<4,33,M,1646,own,1,>=1000,0
ACC000000003078,no checking,existing paid,4<=X<7,55,M,2074,free,2,no known savings,0
ACC000000003081,0<=X<200,critical/other existing credit,>=7,27,F,4482,own,1,<100,0
ACC000000003082,0<=X<200,existing paid,<1,34,M,1962,free,1,no known savings,1
ACC000000003083,no checking,existing paid,<1,36,F,1623,own,2,<100,1
ACC000000003084,no checking,existing paid,>=7,20,M,7948,own,2,<100,0
ACC000000003085,no checking,existing paid,unemployed,30,M,4593,own,3,>=1000,0
ACC000000003086,0<=X<200,critical/other existing credit,>=7,37,M,9130,own,1,no known savings,0
ACC000000003087,no checking,existing paid,>=7,24,M,9444,own,1,<100,1
ACC000000003088,<0,existing paid,<1,28,F,617,free,2,<100,1
ACC000000003089,0<=X<200,critical/other existing credit,>=7,37,M,1587,own,1,no known savings,0
ACC000000003090,no checking,existing paid,>=7,34,M,2108,free,2,<100,0
ACC000000003091,no checking,existing paid,>=7,33,F,5411,own,1,<100,1
ACC000000003092,<0,critical/other existing credit,>=7,43,M,1850,own,1,no known savings,1
ACC000000003093,no checking,existing paid,>=7,29,M,993,free,2,100<=X<500,0
ACC000000003094,0<=X<200,critical/other existing credit,<1,45,M,4140,rent,1,<100,1
ACC000000003095,no checking,existing paid,4<=X<7,40,M,2351,own,2,<100,0
ACC000000003096,0<=X<200,existing paid,1<=X<4,21,F,591,free,2,<100,1
ACC000000003097,no checking,existing paid,1<=X<4,46,F,4524,own,1,<100,0
ACC000000003098,no checking,existing paid,<1,30,M,1420,own,2,no known savings,0
ACC000000003099,no checking,no credits/all paid,1<=X<4,31,M,478,own,2,100<=X<500,0
ACC000000003100,0<=X<200,no credits/all paid,1<=X<4,19,M,1732,rent,1,<100,1
ACC000000003101,<0,critical/other existing credit,4<=X<7,42,M,2249,free,2,<100,1
ACC000000003102,0<=X<200,critical/other existing credit,>=7,27,M,3678,own,2,<100,1
ACC000000003103,0<=X<200,existing paid,4<=X<7,28,M,1036,own,1,500<=X<1000,0
ACC000000003104,no checking,existing paid,1<=X<4,44,F,2931,own,2,100<=X<500,0
ACC000000003105,no checking,existing paid,>=7,45,M,250,rent,1,<100,0
ACC000000003106,>=200,existing paid,>=7,29,M,3825,own,2,<100,1
ACC000000003107,>=200,existing paid,>=7,27,M,3486,own,1,<100,0
ACC000000003108,no checking,existing paid,>=7,22,M,1004,own,1,<100,0
ACC000000003109,<0,existing paid,1<=X<4,19,F,680,own,1,<100,1
ACC000000003110,no checking,delayed previously,>=7,25,M,2287,own,1,no known savings,0
ACC000000003111,0<=X<200,all paid,1<=X<4,32,F,4209,own,2,<100,1
ACC000000003112,<0,critical/other existing credit,4<=X<7,28,M,3370,own,2,<100,1
ACC000000003113,<0,existing paid,>=7,50,F,2569,own,2,100<=X<500,1
ACC000000003114,no checking,existing paid,1<=X<4,33,F,2383,own,1,500<=X<1000,0
ACC000000003115,0<=X<200,delayed previously,unemployed,47,M,3618,free,1,<100,1
ACC000000003116,no checking,existing paid,<1,39,M,6298,free,2,>=1000,0
ACC000000003117,no checking,critical/other existing credit,>=7,53,M,533,own,1,500<=X<1000,0
ACC000000003118,no checking,critical/other existing credit,>=7,21,M,2661,own,1,<100,0
ACC000000003119,0<=X<200,existing paid,>=7,19,M,2313,own,1,<100,0
ACC000000003120,>=200,existing paid,>=7,33,F,493,own,1,<100,0
ACC000000003121,0<=X<200,critical/other existing credit,1<=X<4,55,M,938,own,1,100<=X<500,1
ACC000000003122,no checking,critical/other existing credit,<1,45,M,6448,free,1,<100,1
ACC000000003123,0<=X<200,existing paid,1<=X<4,32,M,2805,own,1,<100,0
ACC000000003124,no checking,existing paid,<1,30,M,4083,free,1,no known savings,0
ACC000000003125,no checking,existing paid,1<=X<4,52,M,18500,free,2,no known savings,0
ACC000000003127,no checking,critical/other existing credit,4<=X<7,46,M,1764,own,1,no known savings,0
ACC000000003128,0<=X<200,no credits/all paid,1<=X<4,43,M,2294,own,2,100<=X<500,0
ACC000000003129,no checking,existing paid,1<=X<4,35,M,628,own,2,<100,0
ACC000000003130,no checking,existing paid,1<=X<4,39,M,333,own,1,<100,0
ACC000000003131,<0,critical/other existing credit,4<=X<7,33,M,7508,free,2,<100,0
ACC000000003132,0<=X<200,existing paid,>=7,33,M,1574,own,1,<100,0
ACC000000003133,no checking,critical/other existing credit,>=7,27,M,2355,own,1,100<=X<500,0
ACC000000003134,no checking,critical/other existing credit,1<=X<4,27,M,2404,own,1,<100,0
ACC000000003135,<0,critical/other existing credit,1<=X<4,24,F,1178,free,1,<100,0
ACC000000003136,<0,delayed previously,4<=X<7,38,F,12111,own,1,<100,1
ACC000000003137,no checking,critical/other existing credit,<1,26,M,4023,rent,1,<100,0
ACC000000003138,no checking,existing paid,4<=X<7,29,M,2019,own,3,no known savings,0
ACC000000003139,0<=X<200,existing paid,>=7,19,M,4303,own,1,<100,0
ACC000000003140,>=200,critical/other existing credit,<1,19,M,3120,rent,2,<100,1
ACC000000003141,0<=X<200,delayed previously,4<=X<7,35,F,1664,own,1,no known savings,1
ACC000000003142,no checking,critical/other existing credit,unemployed,48,F,7781,free,1,no known savings,1
ACC000000003143,0<=X<200,existing paid,4<=X<7,27,M,2054,free,1,<100,0
ACC000000003144,<0,delayed previously,>=7,45,M,7719,own,1,<100,1
ACC000000003145,<0,critical/other existing credit,>=7,49,F,1132,own,1,<100,1
ACC000000003146,0<=X<200,existing paid,unemployed,19,M,1900,own,2,<100,0
ACC000000003147,no checking,existing paid,1<=X<4,19,M,8802,own,2,no known savings,0
ACC000000003148,<0,existing paid,>=7,48,F,5653,own,2,100<=X<500,0
ACC000000003149,no checking,critical/other existing credit,1<=X<4,54,M,1224,free,1,<100,1
ACC000000003150,no checking,existing paid,unemployed,24,M,626,own,1,<100,0
ACC000000003151,no checking,all paid,1<=X<4,33,M,7082,own,1,<100,0
ACC000000003152,no checking,existing paid,1<=X<4,43,M,10481,own,2,100<=X<500,0
ACC000000003153,0<=X<200,existing paid,unemployed,20,F,510,own,1,<100,1
ACC000000003155,<0,existing paid,4<=X<7,38,M,6038,own,1,<100,0
ACC000000003156,no checking,existing paid,<1,19,M,576,own,1,no known savings,0
ACC000000003157,>=200,critical/other existing credit,4<=X<7,36,F,411,own,1,<100,0
ACC000000003158,0<=X<200,critical/other existing credit,4<=X<7,47,M,3978,free,1,<100,1
ACC000000003159,0<=X<200,existing paid,1<=X<4,19,M,540,free,1,<100,1
ACC000000003160,0<=X<200,critical/other existing credit,<1,42,M,2951,own,1,no known savings,1
ACC000000003161,0<=X<200,existing paid,>=7,35,M,4148,own,1,500<=X<1000,0
ACC000000003162,0<=X<200,critical/other existing credit,4<=X<7,47,M,2085,rent,1,<100,1
ACC000000003163,0<=X<200,existing paid,1<=X<4,19,M,846,own,1,<100,0
ACC000000003164,<0,existing paid,1<=X<4,60,F,2328,own,1,<100,0
ACC000000003165,no checking,critical/other existing credit,4<=X<7,40,F,1591,own,1,<100,0
ACC000000003166,0<=X<200,existing paid,1<=X<4,33,M,1266,rent,1,<100,0
ACC000000003167,0<=X<200,existing paid,unemployed,53,M,1873,own,2,<100,0
ACC000000003168,<0,no credits/all paid,1<=X<4,33,M,1145,own,2,<100,0
ACC000000003169,0<=X<200,critical/other existing credit,1<=X<4,49,F,2303,free,1,<100,1
ACC000000003170,<0,existing paid,1<=X<4,28,M,3340,own,2,no known savings,0
ACC000000003172,no checking,critical/other existing credit,>=7,37,F,1439,own,2,<100,0
ACC000000003173,<0,existing paid,4<=X<7,29,M,1182,own,1,100<=X<500,0
ACC000000003175,<0,critical/other existing credit,1<=X<4,41,M,1481,own,1,<100,0
ACC000000003178,0<=X<200,existing paid,1<=X<4,33,M,5484,own,1,no known savings,0
ACC000000003179,>=200,existing paid,>=7,32,M,958,own,1,<100,0
ACC000000003180,<0,critical/other existing credit,1<=X<4,51,M,1093,own,1,<100,0
ACC000000003181,<0,critical/other existing credit,>=7,19,F,2034,own,2,no known savings,0
ACC000000003182,0<=X<200,existing paid,>=7,25,M,869,own,1,<100,0
ACC000000003183,<0,existing paid,>=7,37,M,885,own,1,100<=X<500,0
ACC000000003184,no checking,existing paid,>=7,42,F,15121,own,1,no known savings,0
ACC000000003185,0<=X<200,critical/other existing credit,1<=X<4,20,M,1547,own,1,500<=X<1000,1
ACC000000003186,>=200,existing paid,>=7,20,M,1795,own,1,<100,0
ACC000000003187,0<=X<200,existing paid,4<=X<7,24,M,616,own,1,<100,0
ACC000000003188,>=200,existing paid,>=7,19,F,1499,own,1,<100,0
ACC000000003189,<0,all paid,4<=X<7,40,F,937,own,1,<100,0
ACC000000003190,no checking,critical/other existing credit,<1,24,M,5980,own,2,no known savings,0
ACC000000003192,no checking,delayed previously,1<=X<4,35,M,5528,own,1,no known savings,0
ACC000000003193,<0,existing paid,>=7,34,M,794,rent,1,<100,1
ACC000000003194,0<=X<200,critical/other existing credit,>=7,33,M,898,own,2,<100,0
ACC000000003195,>=200,critical/other existing credit,<1,22,M,1038,free,1,500<=X<1000,0
ACC000000003197,0<=X<200,existing paid,<1,19,F,1289,rent,1,100<=X<500,1
ACC000000003198,<0,no credits/all paid,1<=X<4,42,M,638,rent,1,<100,0
ACC000000003199,<0,critical/other existing credit,1<=X<4,51,M,2341,own,1,no known savings,1
ACC000000003200,<0,existing paid,<1,51,M,1786,own,1,500<=X<1000,0
ACC000000003201,0<=X<200,existing paid,<1,33,F,2093,rent,1,<100,0
ACC000000003202,no checking,no credits/all paid,4<=X<7,42,M,2477,own,1,500<=X<1000,0
ACC000000003203,<0,existing paid,1<=X<4,38,F,3583,own,1,<100,0
ACC000000003204,no checking,existing paid,<1,36,M,1263,own,2,<100,0
ACC000000003205,0<=X<200,existing paid,1<=X<4,62,F,250,rent,2,100<=X<500,0
ACC000000003206,<0,existing paid,1<=X<4,42,M,3536,own,2,<100,0
ACC000000003207,<0,existing paid,>=7,40,F,2776,own,1,<100,0
ACC000000003208,0<=X<200,critical/other existing credit,>=7,31,F,942,own,1,no known savings,0
ACC000000003209,no checking,existing paid,>=7,37,M,2167,own,1,no known savings,0
ACC000000003210,no checking,existing paid,1<=X<4,31,F,1237,free,1,<100,0
ACC000000003211,<0,critical/other existing credit,>=7,34,M,1974,rent,2,<100,0
ACC000000003212,0<=X<200,delayed previously,1<=X<4,31,M,4580,own,2,100<=X<500,0
ACC000000003213,0<=X<200,existing paid,1<=X<4,30,M,8583,own,1,no known savings,0
ACC000000003214,0<=X<200,critical/other existing credit,1<=X<4,21,F,5829,own,1,no known savings,0
ACC000000003216,no checking,existing paid,1<=X<4,44,F,1511,own,2,<100,0
ACC000000003217,no checking,critical/other existing credit,1<=X<4,55,M,2735,rent,1,no known savings,1
ACC000000003218,<0,existing paid,4<=X<7,45,M,2459,own,1,no known savings,0
ACC000000003219,0<=X<200,critical/other existing credit,4<=X<7,19,M,4686,own,1,<100,0
ACC000000003220,0<=X<200,delayed previously,unemployed,30,M,7637,own,2,no known savings,1
ACC000000003221,0<=X<200,existing paid,>=7,29,M,3295,own,2,<100,1
ACC000000003223,no checking,existing paid,<1,30,F,9935,own,1,<100,0
ACC000000003224,0<=X<200,existing paid,>=7,21,M,4314,own,1,<100,1
ACC000000003225,no checking,critical/other existing credit,1<=X<4,36,M,11691,rent,1,<100,1
ACC000000003226,<0,critical/other existing credit,>=7,21,M,2815,free,1,100<=X<500,1
ACC000000003227,no checking,existing paid,unemployed,31,M,1830,own,1,<100,0
ACC000000003228,<0,no credits/all paid,<1,49,M,2574,free,1,<100,0
ACC000000003229,0<=X<200,critical/other existing credit,unemployed,26,F,1845,own,1,<100,1
ACC000000003230,no checking,existing paid,1<=X<4,21,F,3815,own,1,<100,0
ACC000000003231,no checking,existing paid,1<=X<4,30,M,5483,own,2,500<=X<1000,0
ACC000000003232,<0,delayed previously,>=7,27,F,4118,own,1,>=1000,0
ACC000000003233,<0,all paid,1<=X<4,36,F,1343,rent,2,<100,0
ACC000000003234,no checking,critical/other existing credit,>=7,40,M,1679,own,2,500<=X<1000,0
ACC000000003235,no checking,critical/other existing credit,>=7,19,M,1348,own,1,<100,0
ACC000000003236,no checking,critical/other existing credit,>=7,42,M,598,free,2,no known savings,0
ACC000000003237,0<=X<200,existing paid,1<=X<4,23,M,1100,own,1,<100,1
ACC000000003238,0<=X<200,existing paid,4<=X<7,32,M,2547,own,2,no known savings,0
ACC000000003239,0<=X<200,existing paid,>=7,45,M,1420,own,1,100<=X<500,0
ACC000000003240,no checking,all paid,4<=X<7,37,M,2538,free,1,100<=X<500,1
ACC000000003241,0<=X<200,critical/other existing credit,1<=X<4,32,F,5865,own,2,<100,0
ACC000000003242,no checking,critical/other existing credit,1<=X<4,49,F,569,own,1,<100,0
ACC000000003243,>=200,delayed previously,4<=X<7,27,F,7752,free,1,<100,0
ACC000000003244,>=200,existing paid,unemployed,49,F,14037,own,2,<100,0
ACC000000003245,0<=X<200,delayed previously,>=7,19,M,1733,own,1,<100,0
ACC000000003246,no checking,existing paid,1<=X<4,50,F,1027,own,2,<100,0
ACC000000003247,no checking,existing paid,4<=X<7,54,M,1903,free,3,no known savings,0
ACC000000003248,no checking,existing paid,1<=X<4,50,M,298,free,1,<100,0
ACC000000003250,no checking,delayed previously,unemployed,27,M,2247,own,1,<100,0
ACC000000003251,<0,no credits/all paid,4<=X<7,27,M,1798,own,1,<100,1
ACC000000003252,<0,critical/other existing credit,4<=X<7,22,M,3431,free,1,500<=X<1000,0
ACC000000003253,no checking,critical/other existing credit,>=7,29,M,1571,own,2,500<=X<1000,0
ACC000000003254,<0,existing paid,1<=X<4,54,M,8113,own,1,<100,1
ACC000000003255,no checking,existing paid,1<=X<4,34,F,2143,own,1,500<=X<1000,0
ACC000000003256,<0,existing paid,4<=X<7,45,F,3106,own,1,<100,1
ACC000000003258,<0,existing paid,4<=X<7,21,F,7036,own,1,<100,0
ACC000000003259,no checking,no credits/all paid,>=7,33,F,5554,free,1,>=1000,0
ACC000000003260,no checking,existing paid,>=7,36,M,667,own,1,<100,0
ACC000000003261,0<=X<200,existing paid,4<=X<7,24,M,1034,own,2,<100,1
ACC000000003262,0<=X<200,existing paid,>=7,26,F,1763,own,2,100<=X<500,0
ACC000000003263,<0,critical/other existing credit,4<=X<7,36,M,5091,own,1,<100,1
ACC000000003264,0<=X<200,existing paid,>=7,42,F,831,own,2,no known savings,0
ACC000000003265,no checking,critical/other existing credit,>=7,35,M,1497,own,1,<100,0
ACC000000003266,<0,existing paid,1<=X<4,33,F,5836,own,1,<100,1
ACC000000003267,0<=X<200,existing paid,<1,52,M,4983,own,1,no known savings,0
ACC000000003268,0<=X<200,existing paid,>=7,44,M,1155,free,1,<100,1
